# conv2 output: 8x8x16
# Format: channel, y, x, value
10, 6, 5, 21
10, 6, 6, 0
10, 6, 7, 0
10, 7, 0, 9
10, 7, 1, 25
10, 7, 2, 0
10, 7, 3, 0
10, 7, 4, 0
10, 7, 5, 0
10, 7, 6, 0
10, 7, 7, 0
11, 0, 0, 0
11, 0, 1, 0
11, 0, 2, 26
11, 0, 3, 0
11, 0, 4, 0
11, 0, 5, 0
11, 0, 6, 0
11, 0, 7, 0
11, 1, 0, 0
11, 1, 1, 41
11, 1, 2, 4
11, 1, 3, 0
11, 1, 4, 0
11, 1, 5, 0
11, 1, 6, 17
11, 1, 7, 10
11, 2, 0, 0
11, 2, 1, 0
11, 2, 2, 0
11, 2, 3, 0
11, 2, 4, 0
11, 2, 5, 22
11, 2, 6, 56
11, 2, 7, 17
11, 3, 0, 0
11, 3, 1, 0
11, 3, 2, 0
11, 3, 3, 0
11, 3, 4, 0
11, 3, 5, 40
11, 3, 6, 11
11, 3, 7, 0
11, 4, 0, 0
11, 4, 1, 0
11, 4, 2, 0
11, 4, 3, 0
11, 4, 4, 0
11, 4, 5, 14
11, 4, 6, 0
11, 4, 7, 0
11, 5, 0, 50
11, 5, 1, 90
11, 5, 2, 9
11, 5, 3, 0
11, 5, 4, 0
11, 5, 5, 0
11, 5, 6, 0
11, 5, 7, 0
11, 6, 0, 24
11, 6, 1, 46
11, 6, 2, 0
11, 6, 3, 0
11, 6, 4, 0
11, 6, 5, 24
11, 6, 6, 33
11, 6, 7, 2
11, 7, 0, 0
11, 7, 1, 43
11, 7, 2, 19
11, 7, 3, 14
11, 7, 4, 127
11, 7, 5, 127
11, 7, 6, 127
11, 7, 7, 4
12, 0, 0, 0
12, 0, 1, 0
12, 0, 2, 127
12, 0, 3, 127
12, 0, 4, 0
12, 0, 5, 0
12, 0, 6, 0
12, 0, 7, 111
12, 1, 0, 0
12, 1, 1, 0
12, 1, 2, 127
12, 1, 3, 79
12, 1, 4, 0
12, 1, 5, 0
12, 1, 6, 0
12, 1, 7, 127
12, 2, 0, 0
12, 2, 1, 127
12, 2, 2, 127
12, 2, 3, 0
12, 2, 4, 0
12, 2, 5, 0
12, 2, 6, 86
12, 2, 7, 127
12, 3, 0, 18
12, 3, 1, 127
12, 3, 2, 127
12, 3, 3, 0
12, 3, 4, 0
12, 3, 5, 0
12, 3, 6, 127
12, 3, 7, 127
12, 4, 0, 80
12, 4, 1, 127
12, 4, 2, 0
12, 4, 3, 0
12, 4, 4, 0
12, 4, 5, 6
12, 4, 6, 127
12, 4, 7, 109
12, 5, 0, 69
12, 5, 1, 51
12, 5, 2, 0
12, 5, 3, 0
12, 5, 4, 0
12, 5, 5, 79
12, 5, 6, 127
12, 5, 7, 8
12, 6, 0, 0
12, 6, 1, 0
12, 6, 2, 0
12, 6, 3, 0
12, 6, 4, 0
12, 6, 5, 56
12, 6, 6, 127
12, 6, 7, 0
12, 7, 0, 0
12, 7, 1, 0
12, 7, 2, 0
12, 7, 3, 0
12, 7, 4, 0
12, 7, 5, 0
12, 7, 6, 87
12, 7, 7, 0
13, 0, 0, 0
13, 0, 1, 0
13, 0, 2, 0
13, 0, 3, 0
13, 0, 4, 0
13, 0, 5, 0
13, 0, 6, 0
13, 0, 7, 0
13, 1, 0, 0
13, 1, 1, 0
13, 1, 2, 0
13, 1, 3, 0
13, 1, 4, 0
13, 1, 5, 0
13, 1, 6, 0
13, 1, 7, 0
13, 2, 0, 0
13, 2, 1, 0
13, 2, 2, 0
13, 2, 3, 0
13, 2, 4, 0
13, 2, 5, 0
13, 2, 6, 0
13, 2, 7, 0
13, 3, 0, 16
13, 3, 1, 69
13, 3, 2, 106
13, 3, 3, 73
13, 3, 4, 0
13, 3, 5, 0
13, 3, 6, 0
13, 3, 7, 0
13, 4, 0, 62
13, 4, 1, 127
13, 4, 2, 127
13, 4, 3, 122
13, 4, 4, 45
13, 4, 5, 18
13, 4, 6, 39
13, 4, 7, 1
13, 5, 0, 0
13, 5, 1, 0
13, 5, 2, 0
13, 5, 3, 0
13, 5, 4, 0
13, 5, 5, 0
13, 5, 6, 44
13, 5, 7, 16
13, 6, 0, 0
13, 6, 1, 0
13, 6, 2, 0
13, 6, 3, 0
13, 6, 4, 0
13, 6, 5, 62
13, 6, 6, 78
13, 6, 7, 45
13, 7, 0, 14
13, 7, 1, 0
13, 7, 2, 0
13, 7, 3, 0
13, 7, 4, 0
13, 7, 5, 23
13, 7, 6, 2
13, 7, 7, 16
14, 0, 0, 0
14, 0, 1, 0
14, 0, 2, 0
14, 0, 3, 0
14, 0, 4, 9
14, 0, 5, 0
14, 0, 6, 0
14, 0, 7, 0
14, 1, 0, 0
14, 1, 1, 0
14, 1, 2, 0
14, 1, 3, 14
14, 1, 4, 0
14, 1, 5, 0
14, 1, 6, 0
14, 1, 7, 0
14, 2, 0, 0
14, 2, 1, 0
14, 2, 2, 0
14, 2, 3, 0
14, 2, 4, 0
14, 2, 5, 0
14, 2, 6, 0
14, 2, 7, 0
14, 3, 0, 0
14, 3, 1, 0
14, 3, 2, 0
14, 3, 3, 0
14, 3, 4, 0
14, 3, 5, 0
14, 3, 6, 0
14, 3, 7, 0
14, 4, 0, 127
14, 4, 1, 127
14, 4, 2, 107
14, 4, 3, 63
14, 4, 4, 12
14, 4, 5, 0
14, 4, 6, 0
14, 4, 7, 0
14, 5, 0, 95
14, 5, 1, 127
14, 5, 2, 127
14, 5, 3, 127
14, 5, 4, 127
14, 5, 5, 85
14, 5, 6, 50
14, 5, 7, 22
14, 6, 0, 0
14, 6, 1, 0
14, 6, 2, 0
14, 6, 3, 0
14, 6, 4, 0
14, 6, 5, 0
14, 6, 6, 0
14, 6, 7, 0
14, 7, 0, 0
14, 7, 1, 0
14, 7, 2, 0
14, 7, 3, 0
14, 7, 4, 0
14, 7, 5, 0
14, 7, 6, 0
14, 7, 7, 0
15, 0, 0, 0
15, 0, 1, 95
15, 0, 2, 127
15, 0, 3, 107
15, 0, 4, 0
15, 0, 5, 7
15, 0, 6, 104
15, 0, 7, 123
15, 1, 0, 0
15, 1, 1, 23
15, 1, 2, 80
15, 1, 3, 0
15, 1, 4, 0
15, 1, 5, 12
15, 1, 6, 84
15, 1, 7, 127
15, 2, 0, 0
15, 2, 1, 0
15, 2, 2, 0
15, 2, 3, 0
15, 2, 4, 0
15, 2, 5, 55
15, 2, 6, 84
15, 2, 7, 99
15, 3, 0, 0
15, 3, 1, 0
15, 3, 2, 0
15, 3, 3, 14
15, 3, 4, 112
15, 3, 5, 123
15, 3, 6, 95
15, 3, 7, 58
15, 4, 0, 0
15, 4, 1, 0
15, 4, 2, 0
15, 4, 3, 0
15, 4, 4, 78
15, 4, 5, 56
15, 4, 6, 10
15, 4, 7, 0
15, 5, 0, 0
15, 5, 1, 14
15, 5, 2, 12
15, 5, 3, 41
15, 5, 4, 82
15, 5, 5, 22
15, 5, 6, 0
15, 5, 7, 0
15, 6, 0, 0
15, 6, 1, 0
15, 6, 2, 0
15, 6, 3, 0
15, 6, 4, 14
15, 6, 5, 56
15, 6, 6, 81
15, 6, 7, 48
15, 7, 0, 0
15, 7, 1, 0
15, 7, 2, 0
15, 7, 3, 0
15, 7, 4, 0
15, 7, 5, 23
15, 7, 6, 62
15, 7, 7, 8
