# pool1 output: 12x12x6
# Format: channel, y, x, value
4, 9, 9, 8
4, 9, 10, 8
4, 9, 11, 8
4, 10, 0, 8
4, 10, 1, 8
4, 10, 2, 8
4, 10, 3, 8
4, 10, 4, 8
4, 10, 5, 8
4, 10, 6, 23
4, 10, 7, 0
4, 10, 8, 0
4, 10, 9, 8
4, 10, 10, 8
4, 10, 11, 8
4, 11, 0, 8
4, 11, 1, 8
4, 11, 2, 8
4, 11, 3, 8
4, 11, 4, 8
4, 11, 5, 8
4, 11, 6, 2
4, 11, 7, 0
4, 11, 8, 0
4, 11, 9, 8
4, 11, 10, 8
4, 11, 11, 8
5, 0, 0, 0
5, 0, 1, 0
5, 0, 2, 0
5, 0, 3, 0
5, 0, 4, 8
5, 0, 5, 12
5, 0, 6, 0
5, 0, 7, 0
5, 0, 8, 0
5, 0, 9, 2
5, 0, 10, 0
5, 0, 11, 0
5, 1, 0, 0
5, 1, 1, 0
5, 1, 2, 0
5, 1, 3, 0
5, 1, 4, 54
5, 1, 5, 62
5, 1, 6, 0
5, 1, 7, 0
5, 1, 8, 0
5, 1, 9, 37
5, 1, 10, 15
5, 1, 11, 0
5, 2, 0, 0
5, 2, 1, 0
5, 2, 2, 0
5, 2, 3, 0
5, 2, 4, 98
5, 2, 5, 65
5, 2, 6, 0
5, 2, 7, 0
5, 2, 8, 0
5, 2, 9, 68
5, 2, 10, 19
5, 2, 11, 0
5, 3, 0, 0
5, 3, 1, 0
5, 3, 2, 0
5, 3, 3, 62
5, 3, 4, 95
5, 3, 5, 24
5, 3, 6, 0
5, 3, 7, 0
5, 3, 8, 4
5, 3, 9, 104
5, 3, 10, 24
5, 3, 11, 0
5, 4, 0, 0
5, 4, 1, 0
5, 4, 2, 0
5, 4, 3, 103
5, 4, 4, 82
5, 4, 5, 4
5, 4, 6, 0
5, 4, 7, 0
5, 4, 8, 86
5, 4, 9, 115
5, 4, 10, 12
5, 4, 11, 0
5, 5, 0, 0
5, 5, 1, 0
5, 5, 2, 13
5, 5, 3, 93
5, 5, 4, 29
5, 5, 5, 0
5, 5, 6, 0
5, 5, 7, 0
5, 5, 8, 112
5, 5, 9, 85
5, 5, 10, 3
5, 5, 11, 0
5, 6, 0, 0
5, 6, 1, 0
5, 6, 2, 0
5, 6, 3, 73
5, 6, 4, 27
5, 6, 5, 0
5, 6, 6, 0
5, 6, 7, 41
5, 6, 8, 115
5, 6, 9, 55
5, 6, 10, 0
5, 6, 11, 0
5, 7, 0, 0
5, 7, 1, 1
5, 7, 2, 0
5, 7, 3, 20
5, 7, 4, 18
5, 7, 5, 37
5, 7, 6, 9
5, 7, 7, 60
5, 7, 8, 122
5, 7, 9, 34
5, 7, 10, 0
5, 7, 11, 0
5, 8, 0, 0
5, 8, 1, 0
5, 8, 2, 2
5, 8, 3, 23
5, 8, 4, 29
5, 8, 5, 24
5, 8, 6, 0
5, 8, 7, 47
5, 8, 8, 127
5, 8, 9, 26
5, 8, 10, 0
5, 8, 11, 0
5, 9, 0, 0
5, 9, 1, 0
5, 9, 2, 0
5, 9, 3, 0
5, 9, 4, 0
5, 9, 5, 1
5, 9, 6, 0
5, 9, 7, 54
5, 9, 8, 123
5, 9, 9, 22
5, 9, 10, 0
5, 9, 11, 0
5, 10, 0, 0
5, 10, 1, 0
5, 10, 2, 0
5, 10, 3, 0
5, 10, 4, 0
5, 10, 5, 0
5, 10, 6, 0
5, 10, 7, 67
5, 10, 8, 103
5, 10, 9, 2
5, 10, 10, 0
5, 10, 11, 0
5, 11, 0, 0
5, 11, 1, 0
5, 11, 2, 0
5, 11, 3, 0
5, 11, 4, 0
5, 11, 5, 0
5, 11, 6, 4
5, 11, 7, 30
5, 11, 8, 12
5, 11, 9, 3
5, 11, 10, 0
5, 11, 11, 0
